sparql, precision, recall, fmeasure, explain, evict, memory
3, 1.0, 1.838776110620771E-4, 3.6768761260433136E-4, 9417, 66, 75
3, 1.0, 1.838776110620771E-4, 3.6768761260433136E-4, 10008, 70, 54
3, 1.0, 1.838776110620771E-4, 3.6768761260433136E-4, 5670, 71, 70
2, 1.0, 2.206531332744925E-4, 4.412089124200309E-4, 9259, 64, 50
3, 1.0, 2.206531332744925E-4, 4.412089124200309E-4, 7853, 61, 67
3, 1.0, 2.942041776993233E-4, 5.882352941176469E-4, 10477, 69, 47
3, 1.0, 2.574286554869079E-4, 5.147248060590463E-4, 5792, 69, 63
3, 1.0, 2.574286554869079E-4, 5.147248060590463E-4, 12314, 74, 44
3, 1.0, 1.4710208884966165E-4, 2.941609060155905E-4, 3014, 65, 56
3, 1.0, 1.838776110620771E-4, 3.6768761260433136E-4, 2395, 67, 68
3, 1.0, 2.574286554869079E-4, 5.147248060590463E-4, 6307, 68, 45
4, 1.0, 2.574286554869079E-4, 5.147248060590463E-4, 4875, 63, 59
4, 1.0, 2.942041776993233E-4, 5.882352941176469E-4, 4311, 81, 73
3, 1.0, 3.3097969991173877E-4, 6.61740377192015E-4, 3018, 63, 50
3, 1.0, 3.3097969991173877E-4, 6.61740377192015E-4, 5892, 66, 64
3, 1.0, 4.045307443365696E-4, 8.087343307723413E-4, 6176, 58, 79
3, 1.0, 3.677552221241542E-4, 7.352400558782443E-4, 4319, 64, 56
3, 1.0, 4.780817887614004E-4, 9.557066715677266E-4, 4421, 63, 70
4, 1.0, 5.148573109738158E-4, 0.0010291847386605893, 2531, 76, 48
3, 1.0, 5.148573109738158E-4, 0.0010291847386605893, 3078, 64, 63
3, 1.0, 5.148573109738158E-4, 0.0010291847386605893, 1231, 0, 78
