sparql, precision, recall, fmeasure, explain, evict, memory
3, 1.0, 3.677552221241541E-5, 7.354833964623248E-5, 1644, 10, 62
2, 1.0, 3.677552221241541E-5, 7.354833964623248E-5, 3470, 11, 64
3, 0, 0, 0, 2, 12, 65
3, 0, 0, 0, 2, 10, 66
2, 1.0, 3.677552221241541E-5, 7.354833964623248E-5, 1913, 10, 68
3, 0, 0, 0, 2, 10, 69
2, 1.0, 3.677552221241541E-5, 7.354833964623248E-5, 1011, 10, 70
2, 1.0, 3.677552221241541E-5, 7.354833964623248E-5, 1830, 10, 72
2, 0, 0, 0, 2, 10, 73
2, 1.0, 3.677552221241541E-5, 7.354833964623248E-5, 1273, 10, 75
3, 1.0, 3.677552221241541E-5, 7.354833964623248E-5, 2464, 10, 77
3, 0, 0, 0, 2, 10, 78
3, 1.0, 3.677552221241541E-5, 7.354833964623248E-5, 645, 10, 79
2, 1.0, 3.677552221241541E-5, 7.354833964623248E-5, 2199, 11, 41
3, 0, 0, 0, 2, 10, 41
2, 1.0, 3.677552221241541E-5, 7.354833964623248E-5, 2917, 10, 44
3, 0, 0, 0, 2, 10, 44
3, 0, 0, 0, 2, 9, 45
3, 1.0, 3.677552221241541E-5, 7.354833964623248E-5, 1836, 10, 47
3, 0, 0, 0, 3, 9, 47
2, 1.0, 3.677552221241541E-5, 7.354833964623248E-5, 641, 0, 49
