sparql, precision, recall, fmeasure, explain, evict, memory
4, 1.0, 3.677552221241541E-5, 7.354833964623248E-5, 826, 8, 59
3, 1.0, 3.677552221241541E-5, 7.354833964623248E-5, 2283, 8, 61
3, 1.0, 3.677552221241541E-5, 7.354833964623248E-5, 2838, 9, 63
3, 0, 0, 0, 2, 9, 64
3, 0, 0, 0, 2, 9, 64
2, 1.0, 3.677552221241541E-5, 7.354833964623248E-5, 2201, 9, 65
3, 1.0, 3.677552221241541E-5, 7.354833964623248E-5, 1457, 7, 67
3, 1.0, 3.677552221241541E-5, 7.354833964623248E-5, 826, 8, 69
2, 1.0, 7.355104442483083E-5, 1.470912701331176E-4, 1196, 10, 70
2, 1.0, 7.355104442483083E-5, 1.470912701331176E-4, 3924, 8, 72
3, 1.0, 3.677552221241541E-5, 7.354833964623248E-5, 643, 9, 73
2, 1.0, 3.677552221241541E-5, 7.354833964623248E-5, 185, 8, 74
3, 1.0, 3.677552221241541E-5, 7.354833964623248E-5, 637, 9, 75
2, 1.0, 7.355104442483083E-5, 1.470912701331176E-4, 1461, 8, 78
3, 1.0, 7.355104442483083E-5, 1.470912701331176E-4, 1199, 8, 80
3, 0, 0, 0, 2, 8, 80
2, 0, 0, 0, 2, 8, 81
2, 1.0, 3.677552221241541E-5, 7.354833964623248E-5, 1374, 8, 82
3, 1.0, 3.677552221241541E-5, 7.354833964623248E-5, 1378, 9, 42
3, 1.0, 3.677552221241541E-5, 7.354833964623248E-5, 642, 8, 43
3, 1.0, 3.677552221241541E-5, 7.354833964623248E-5, 191, 0, 44
