sparql, precision, recall, fmeasure, explain, evict, memory
6, 1.0, 0.001066490144160047, 0.0021307079093347047, 49141, 237, 215
4, 1.0, 8.8261253309797E-4, 0.001763668430335097, 39762, 231, 76
5, 1.0, 8.458370108855546E-4, 0.0016902443505419807, 27483, 222, 152
5, 1.0, 8.458370108855546E-4, 0.0016902443505419807, 14037, 237, 18
4, 1.0, 8.8261253309797E-4, 0.001763668430335097, 24349, 214, 94
4, 1.0, 9.193880553103854E-4, 0.0018370871146709776, 21218, 218, 174
4, 1.0, 9.561635775228008E-4, 0.0019105004041443162, 14233, 222, 50
5, 1.0, 9.561635775228008E-4, 0.0019105004041443162, 24154, 233, 127
4, 1.0, 9.929390997352162E-4, 0.001983908299349719, 20409, 239, 203
4, 1.0, 0.0010297146219476316, 0.0020573108008817044, 14103, 224, 82
4, 1.0, 0.001066490144160047, 0.0021307079093347047, 21693, 226, 162
4, 1.0, 0.001066490144160047, 0.0021307079093347047, 11763, 227, 54
4, 1.0, 0.001066490144160047, 0.0021307079093347047, 12545, 243, 143
3, 1.0, 0.001066490144160047, 0.0021307079093347047, 3627, 232, 49
4, 1.0, 0.001066490144160047, 0.0021307079093347047, 12207, 237, 140
4, 1.0, 0.001066490144160047, 0.0021307079093347047, 8316, 228, 52
4, 1.0, 0.001066490144160047, 0.0021307079093347047, 13464, 232, 142
4, 1.0, 0.001066490144160047, 0.0021307079093347047, 4711, 227, 59
3, 1.0, 0.001066490144160047, 0.0021307079093347047, 7504, 225, 148
3, 1.0, 0.001066490144160047, 0.0021307079093347047, 9992, 231, 63
6, 1.0, 0.0014710208884966167, 0.002937720329024677, 8459, 0, 160
