sparql, precision, recall, fmeasure, explain, evict, memory
5, 1.0, 0.001066490144160047, 0.0021307079093347047, 0, 1033, 96
3, 1.0, 5.884083553986466E-4, 0.0011761246692149367, 0, 1012, 100
2, 1.0, 6.98734922035893E-4, 0.0013964940649002242, 0, 985, 119
3, 1.0, 9.929390997352162E-4, 0.001983908299349719, 0, 989, 154
3, 1.0, 6.619593998234775E-4, 0.0013230429988974645, 0, 1003, 83
5, 1.0, 3.677552221241542E-4, 7.352400558782443E-4, 0, 1008, 100
3, 1.0, 9.929390997352162E-4, 0.001983908299349719, 0, 1012, 116
2, 1.0, 6.98734922035893E-4, 0.0013964940649002242, 0, 998, 146
2, 1.0, 5.148573109738158E-4, 0.0010291847386605893, 0, 1008, 71
2, 1.0, 6.619593998234775E-4, 0.0013230429988974645, 0, 988, 86
2, 1.0, 6.619593998234775E-4, 0.0013230429988974645, 0, 1005, 105
3, 1.0, 0.0010297146219476316, 0.0020573108008817044, 0, 974, 138
3, 1.0, 0.0012135922330097086, 0.0024242424242424242, 0, 968, 65
3, 0, 0, 0, 0, 991, 87
4, 1.0, 3.677552221241542E-4, 7.352400558782443E-4, 0, 995, 104
3, 1.0, 0.0010297146219476316, 0.0020573108008817044, 0, 969, 138
3, 1.0, 5.516328331862312E-4, 0.00110265740434447, 0, 958, 65
2, 1.0, 7.722859664607238E-4, 0.0015433800022048286, 0, 1013, 85
2, 1.0, 8.8261253309797E-4, 0.001763668430335097, 0, 982, 103
3, 1.0, 5.516328331862312E-4, 0.00110265740434447, 0, 999, 136
3, 1.0, 0.0011768167107972932, 0.0023508668821627973, 0, 0, 135
