sparql, precision, recall, fmeasure, explain, evict, memory
5, 1.0, 0.001066490144160047, 0.0021307079093347047, 40736, 459, 49
4, 1.0, 9.561635775228008E-4, 0.0019105004041443162, 31383, 463, 25
4, 1.0, 9.561635775228008E-4, 0.0019105004041443162, 45035, 469, 53
4, 1.0, 9.561635775228008E-4, 0.0019105004041443162, 30499, 459, 51
4, 1.0, 9.929390997352162E-4, 0.001983908299349719, 31723, 461, 51
4, 1.0, 0.001066490144160047, 0.0021307079093347047, 28415, 473, 21
4, 1.0, 0.001066490144160047, 0.0021307079093347047, 16299, 457, 31
4, 1.0, 0.001066490144160047, 0.0021307079093347047, 19088, 447, 61
4, 1.0, 0.001066490144160047, 0.0021307079093347047, 16468, 461, 22
4, 1.0, 0.001066490144160047, 0.0021307079093347047, 10356, 459, 49
5, 1.0, 0.0014710208884966167, 0.002937720329024677, 13347, 466, 34
4, 1.0, 0.0019858781994704323, 0.003963884606914776, 15133, 463, 39
4, 1.0, 0.001581347455133863, 0.0031577014870570958, 6295, 451, 32
4, 1.0, 0.0016916740217711092, 0.003377634187532124, 10416, 476, 30
4, 1.0, 0.0018020005884083555, 0.0035975184464593813, 10347, 482, 35
4, 1.0, 0.0016916740217711092, 0.003377634187532124, 6263, 434, 43
4, 1.0, 0.0017284495439835246, 0.003450934322111678, 14628, 446, 54
4, 1.0, 0.00176522506619594, 0.003524229074889868, 11099, 485, 25
3, 1.0, 0.0019123271550456017, 0.003817354279841433, 10845, 471, 51
4, 1.0, 0.00176522506619594, 0.003524229074889868, 11152, 469, 38
3, 1.0, 0.0018755516328331863, 0.0037440810483426934, 11456, 0, 34
