sparql, precision, recall, fmeasure, explain, evict, memory
6, 1.0, 0.001066490144160047, 0.0021307079093347047, 54776, 233, 165
6, 1.0, 0.001066490144160047, 0.0021307079093347047, 38962, 209, 87
7, 1.0, 0.001066490144160047, 0.0021307079093347047, 29725, 221, 164
6, 1.0, 0.001066490144160047, 0.0021307079093347047, 27582, 231, 87
6, 1.0, 0.0010297146219476316, 0.0020573108008817044, 27436, 224, 17
4, 1.0, 0.0010297146219476316, 0.0020573108008817044, 11730, 224, 101
4, 1.0, 0.0010297146219476316, 0.0020573108008817044, 18206, 226, 38
4, 1.0, 0.0010297146219476316, 0.0020573108008817044, 14270, 219, 125
4, 1.0, 0.0010297146219476316, 0.0020573108008817044, 15420, 227, 68
4, 1.0, 0.0010297146219476316, 0.0020573108008817044, 12022, 229, 18
4, 1.0, 0.0010297146219476316, 0.0020573108008817044, 14334, 226, 109
4, 1.0, 0.001066490144160047, 0.0021307079093347047, 13593, 228, 70
4, 1.0, 0.001066490144160047, 0.0021307079093347047, 11368, 224, 35
4, 1.0, 0.001066490144160047, 0.0021307079093347047, 16931, 227, 133
4, 1.0, 0.001066490144160047, 0.0021307079093347047, 6375, 217, 101
4, 1.0, 0.001066490144160047, 0.0021307079093347047, 18881, 230, 70
4, 1.0, 0.001066490144160047, 0.0021307079093347047, 12404, 221, 40
5, 1.0, 0.001066490144160047, 0.0021307079093347047, 9003, 223, 129
4, 1.0, 0.001066490144160047, 0.0021307079093347047, 9471, 236, 100
4, 1.0, 0.001066490144160047, 0.0021307079093347047, 5610, 218, 73
6, 1.0, 0.0014710208884966167, 0.002937720329024677, 9357, 0, 56
