sparql, precision, recall, fmeasure, explain, evict, memory
3, 1.0, 1.838776110620771E-4, 3.6768761260433136E-4, 7611, 47, 42
3, 1.0, 2.574286554869079E-4, 5.147248060590463E-4, 10291, 51, 56
3, 1.0, 2.942041776993233E-4, 5.882352941176469E-4, 10731, 49, 74
3, 1.0, 3.3097969991173877E-4, 6.61740377192015E-4, 13793, 46, 53
4, 1.0, 3.677552221241542E-4, 7.352400558782443E-4, 10115, 49, 70
3, 1.0, 3.677552221241542E-4, 7.352400558782443E-4, 11124, 54, 51
3, 1.0, 4.045307443365696E-4, 8.087343307723413E-4, 6103, 48, 68
3, 1.0, 4.780817887614004E-4, 9.557066715677266E-4, 10408, 48, 48
4, 1.0, 4.41306266548985E-4, 8.822232024702251E-4, 4345, 49, 63
4, 1.0, 4.780817887614004E-4, 9.557066715677266E-4, 7688, 45, 43
3, 1.0, 5.148573109738158E-4, 0.0010291847386605893, 8692, 47, 59
4, 1.0, 4.41306266548985E-4, 8.822232024702251E-4, 5524, 44, 74
3, 1.0, 4.41306266548985E-4, 8.822232024702251E-4, 2686, 43, 51
4, 1.0, 4.780817887614004E-4, 9.557066715677266E-4, 3744, 42, 66
4, 1.0, 4.41306266548985E-4, 8.822232024702251E-4, 1464, 46, 44
4, 1.0, 4.780817887614004E-4, 9.557066715677266E-4, 8156, 43, 60
4, 1.0, 4.41306266548985E-4, 8.822232024702251E-4, 7207, 44, 74
3, 1.0, 4.41306266548985E-4, 8.822232024702251E-4, 7101, 45, 52
3, 1.0, 4.41306266548985E-4, 8.822232024702251E-4, 6010, 46, 67
4, 1.0, 4.41306266548985E-4, 8.822232024702251E-4, 5301, 42, 45
4, 1.0, 4.780817887614004E-4, 9.557066715677266E-4, 4112, 0, 60
