sparql, precision, recall, fmeasure, explain, evict, memory
5, 1.0, 0.001066490144160047, 0.0021307079093347047, 47858, 710, 45
3, 1.0, 8.458370108855546E-4, 0.0016902443505419807, 26882, 700, 47
3, 1.0, 9.193880553103854E-4, 0.0018370871146709776, 43727, 724, 54
4, 1.0, 9.929390997352162E-4, 0.001983908299349719, 36989, 693, 30
4, 1.0, 0.001066490144160047, 0.0021307079093347047, 23482, 721, 53
3, 1.0, 8.8261253309797E-4, 0.001763668430335097, 16283, 716, 27
4, 1.0, 8.458370108855546E-4, 0.0016902443505419807, 10740, 742, 28
4, 1.0, 0.0016548984995586938, 0.0033043286705584313, 23180, 716, 30
4, 1.0, 0.0015445719329214476, 0.003084379819343468, 19461, 713, 51
5, 1.0, 0.0015445719329214476, 0.003084379819343468, 13530, 742, 59
4, 1.0, 0.0014710208884966167, 0.002937720329024677, 8627, 720, 32
4, 1.0, 0.001397469844071786, 0.0027910392948953364, 10828, 728, 41
4, 1.0, 0.0016181229773462784, 0.0032310177705977385, 7084, 716, 52
3, 1.0, 0.0015445719329214476, 0.003084379819343468, 9876, 709, 62
3, 1.0, 0.0019123271550456017, 0.003817354279841433, 6377, 689, 41
4, 1.0, 0.0020226537216828477, 0.004037141703673799, 11460, 744, 32
4, 1.0, 0.0019858781994704323, 0.003963884606914776, 13283, 718, 58
4, 1.0, 0.001323918799646955, 0.0026443367122080215, 6787, 749, 31
3, 1.0, 0.001323918799646955, 0.0026443367122080215, 11363, 728, 40
5, 1.0, 0.0021697558105325094, 0.004330116326006385, 8357, 742, 48
4, 1.0, 0.0020226537216828477, 0.004037141703673799, 8460, 0, 45
