sparql, precision, recall, fmeasure, evict, memory
8, 1.0, 0.03355704697986577, 0.06493506493506493, 90, 19
9, 1.0, 0.03355704697986577, 0.06493506493506493, 123, 20
10, 1.0, 0.03355704697986577, 0.06493506493506493, 74, 20
9, 1.0, 0.03355704697986577, 0.06493506493506493, 64, 21
7, 1.0, 0.035794183445190156, 0.0691144708423326, 109, 21
8, 1.0, 0.035794183445190156, 0.0691144708423326, 52, 22
8, 1.0, 0.035794183445190156, 0.0691144708423326, 56, 23
7, 1.0, 0.035794183445190156, 0.0691144708423326, 77, 23
9, 1.0, 0.035794183445190156, 0.0691144708423326, 70, 24
10, 1.0, 0.035794183445190156, 0.0691144708423326, 65, 24
8, 1.0, 0.035794183445190156, 0.0691144708423326, 66, 25
8, 1.0, 0.035794183445190156, 0.0691144708423326, 40, 25
8, 1.0, 0.035794183445190156, 0.0691144708423326, 37, 26
8, 1.0, 0.035794183445190156, 0.0691144708423326, 130, 26
10, 1.0, 0.035794183445190156, 0.0691144708423326, 74, 27
9, 1.0, 0.035794183445190156, 0.0691144708423326, 48, 28
10, 1.0, 0.035794183445190156, 0.0691144708423326, 91, 28
9, 1.0, 0.035794183445190156, 0.0691144708423326, 174, 29
7, 1.0, 0.035794183445190156, 0.0691144708423326, 73, 29
9, 1.0, 0.035794183445190156, 0.0691144708423326, 126, 30
10, 1.0, 0.03355704697986577, 0.06493506493506493, 52, 30
8, 1.0, 0.03355704697986577, 0.06493506493506493, 77, 31
10, 1.0, 0.03355704697986577, 0.06493506493506493, 37, 31
9, 1.0, 0.03355704697986577, 0.06493506493506493, 89, 32
10, 1.0, 0.03355704697986577, 0.06493506493506493, 78, 32
10, 1.0, 0.03355704697986577, 0.06493506493506493, 29, 33
10, 1.0, 0.03355704697986577, 0.06493506493506493, 42, 33
8, 1.0, 0.03131991051454139, 0.060737527114967466, 165, 34
8, 1.0, 0.03131991051454139, 0.060737527114967466, 41, 35
9, 1.0, 0.03131991051454139, 0.060737527114967466, 22, 35
10, 1.0, 0.03131991051454139, 0.060737527114967466, 75, 35
8, 1.0, 0.03131991051454139, 0.060737527114967466, 82, 8
9, 1.0, 0.03131991051454139, 0.060737527114967466, 19, 9
7, 1.0, 0.03131991051454139, 0.060737527114967466, 55, 9
10, 1.0, 0.03131991051454139, 0.060737527114967466, 38, 10
9, 1.0, 0.03131991051454139, 0.060737527114967466, 98, 10
9, 1.0, 0.03131991051454139, 0.060737527114967466, 161, 11
9, 1.0, 0.03131991051454139, 0.060737527114967466, 67, 12
9, 1.0, 0.03131991051454139, 0.060737527114967466, 48, 12
8, 1.0, 0.029082774049217, 0.05652173913043478, 17, 13
12, 1.0, 0.029082774049217, 0.05652173913043478, 65, 13
9, 1.0, 0.029082774049217, 0.05652173913043478, 97, 14
9, 1.0, 0.029082774049217, 0.05652173913043478, 113, 14
9, 1.0, 0.029082774049217, 0.05652173913043478, 94, 15
9, 1.0, 0.029082774049217, 0.05652173913043478, 69, 15
10, 1.0, 0.029082774049217, 0.05652173913043478, 35, 16
8, 1.0, 0.029082774049217, 0.05652173913043478, 125, 16
8, 1.0, 0.029082774049217, 0.05652173913043478, 48, 17
9, 1.0, 0.029082774049217, 0.05652173913043478, 75, 17
8, 1.0, 0.029082774049217, 0.05652173913043478, 53, 18
9, 1.0, 0.029082774049217, 0.05652173913043478, 125, 18
8, 1.0, 0.029082774049217, 0.05652173913043478, 132, 19
9, 1.0, 0.029082774049217, 0.05652173913043478, 96, 19
9, 1.0, 0.029082774049217, 0.05652173913043478, 72, 20
9, 1.0, 0.029082774049217, 0.05652173913043478, 100, 20
8, 1.0, 0.029082774049217, 0.05652173913043478, 73, 21
9, 1.0, 0.026845637583892617, 0.05228758169934641, 54, 21
9, 1.0, 0.026845637583892617, 0.05228758169934641, 20, 22
7, 1.0, 0.026845637583892617, 0.05228758169934641, 175, 23
9, 1.0, 0.026845637583892617, 0.05228758169934641, 101, 23
9, 1.0, 0.026845637583892617, 0.05228758169934641, 90, 24
7, 1.0, 0.026845637583892617, 0.05228758169934641, 69, 24
9, 1.0, 0.026845637583892617, 0.05228758169934641, 51, 25
9, 1.0, 0.024608501118568233, 0.048034934497816595, 29, 25
9, 1.0, 0.024608501118568233, 0.048034934497816595, 96, 26
8, 1.0, 0.024608501118568233, 0.048034934497816595, 28, 26
8, 1.0, 0.024608501118568233, 0.048034934497816595, 31, 27
8, 1.0, 0.024608501118568233, 0.048034934497816595, 88, 27
10, 1.0, 0.024608501118568233, 0.048034934497816595, 97, 28
7, 1.0, 0.024608501118568233, 0.048034934497816595, 119, 28
8, 1.0, 0.024608501118568233, 0.048034934497816595, 71, 29
9, 1.0, 0.024608501118568233, 0.048034934497816595, 103, 29
9, 1.0, 0.024608501118568233, 0.048034934497816595, 49, 30
9, 1.0, 0.026845637583892617, 0.05228758169934641, 112, 31
8, 1.0, 0.026845637583892617, 0.05228758169934641, 62, 31
9, 1.0, 0.026845637583892617, 0.05228758169934641, 88, 32
9, 1.0, 0.026845637583892617, 0.05228758169934641, 93, 32
8, 1.0, 0.026845637583892617, 0.05228758169934641, 131, 33
9, 1.0, 0.026845637583892617, 0.05228758169934641, 53, 33
10, 1.0, 0.026845637583892617, 0.05228758169934641, 142, 34
9, 1.0, 0.026845637583892617, 0.05228758169934641, 124, 34
7, 1.0, 0.026845637583892617, 0.05228758169934641, 120, 35
9, 1.0, 0.024608501118568233, 0.048034934497816595, 57, 8
9, 1.0, 0.024608501118568233, 0.048034934497816595, 135, 9
10, 1.0, 0.026845637583892617, 0.05228758169934641, 28, 9
9, 1.0, 0.026845637583892617, 0.05228758169934641, 121, 10
8, 1.0, 0.026845637583892617, 0.05228758169934641, 60, 10
8, 1.0, 0.026845637583892617, 0.05228758169934641, 38, 11
7, 1.0, 0.026845637583892617, 0.05228758169934641, 111, 11
10, 1.0, 0.026845637583892617, 0.05228758169934641, 51, 12
9, 1.0, 0.026845637583892617, 0.05228758169934641, 88, 12
9, 1.0, 0.026845637583892617, 0.05228758169934641, 141, 13
9, 1.0, 0.026845637583892617, 0.05228758169934641, 70, 13
7, 1.0, 0.026845637583892617, 0.05228758169934641, 62, 14
9, 1.0, 0.026845637583892617, 0.05228758169934641, 26, 14
8, 1.0, 0.026845637583892617, 0.05228758169934641, 67, 15
8, 1.0, 0.026845637583892617, 0.05228758169934641, 42, 16
7, 1.0, 0.026845637583892617, 0.05228758169934641, 69, 16
8, 1.0, 0.026845637583892617, 0.05228758169934641, 145, 17
9, 1.0, 0.026845637583892617, 0.05228758169934641, 92, 17
8, 1.0, 0.026845637583892617, 0.05228758169934641, 87, 18
9, 1.0, 0.026845637583892617, 0.05228758169934641, 73, 18
9, 1.0, 0.026845637583892617, 0.05228758169934641, 68, 19
10, 1.0, 0.026845637583892617, 0.05228758169934641, 25, 19
9, 1.0, 0.026845637583892617, 0.05228758169934641, 98, 20
9, 1.0, 0.026845637583892617, 0.05228758169934641, 20, 20
9, 1.0, 0.026845637583892617, 0.05228758169934641, 107, 21
9, 1.0, 0.026845637583892617, 0.05228758169934641, 42, 21
9, 1.0, 0.026845637583892617, 0.05228758169934641, 137, 22
9, 1.0, 0.026845637583892617, 0.05228758169934641, 67, 23
8, 1.0, 0.026845637583892617, 0.05228758169934641, 51, 23
8, 1.0, 0.026845637583892617, 0.05228758169934641, 125, 24
5, 1.0, 0.026845637583892617, 0.05228758169934641, 82, 24
8, 1.0, 0.026845637583892617, 0.05228758169934641, 105, 25
8, 1.0, 0.026845637583892617, 0.05228758169934641, 74, 25
10, 1.0, 0.026845637583892617, 0.05228758169934641, 133, 26
9, 1.0, 0.026845637583892617, 0.05228758169934641, 41, 27
8, 1.0, 0.026845637583892617, 0.05228758169934641, 122, 27
9, 1.0, 0.024608501118568233, 0.048034934497816595, 89, 28
8, 1.0, 0.024608501118568233, 0.048034934497816595, 213, 28
8, 1.0, 0.026845637583892617, 0.05228758169934641, 62, 29
8, 1.0, 0.026845637583892617, 0.05228758169934641, 51, 29
9, 1.0, 0.026845637583892617, 0.05228758169934641, 68, 30
7, 1.0, 0.026845637583892617, 0.05228758169934641, 27, 30
10, 1.0, 0.026845637583892617, 0.05228758169934641, 129, 31
6, 1.0, 0.026845637583892617, 0.05228758169934641, 117, 31
9, 1.0, 0.026845637583892617, 0.05228758169934641, 157, 32
4, 1.0, 0.026845637583892617, 0.05228758169934641, 10, 32
6, 1.0, 0.026845637583892617, 0.05228758169934641, 59, 33
10, 1.0, 0.024608501118568233, 0.048034934497816595, 28, 33
9, 1.0, 0.024608501118568233, 0.048034934497816595, 124, 34
9, 1.0, 0.024608501118568233, 0.048034934497816595, 131, 34
8, 1.0, 0.024608501118568233, 0.048034934497816595, 127, 8
10, 1.0, 0.024608501118568233, 0.048034934497816595, 76, 8
8, 1.0, 0.026845637583892617, 0.05228758169934641, 118, 9
7, 1.0, 0.026845637583892617, 0.05228758169934641, 117, 10
9, 1.0, 0.026845637583892617, 0.05228758169934641, 55, 10
9, 1.0, 0.026845637583892617, 0.05228758169934641, 39, 11
10, 1.0, 0.026845637583892617, 0.05228758169934641, 38, 11
9, 1.0, 0.026845637583892617, 0.05228758169934641, 89, 12
8, 1.0, 0.026845637583892617, 0.05228758169934641, 152, 12
9, 1.0, 0.029082774049217, 0.05652173913043478, 71, 13
9, 1.0, 0.029082774049217, 0.05652173913043478, 59, 13
10, 1.0, 0.029082774049217, 0.05652173913043478, 127, 14
9, 1.0, 0.029082774049217, 0.05652173913043478, 40, 14
8, 1.0, 0.029082774049217, 0.05652173913043478, 107, 15
11, 1.0, 0.029082774049217, 0.05652173913043478, 117, 16
9, 1.0, 0.029082774049217, 0.05652173913043478, 89, 16
9, 1.0, 0.029082774049217, 0.05652173913043478, 24, 16
10, 1.0, 0.029082774049217, 0.05652173913043478, 72, 17
10, 1.0, 0.029082774049217, 0.05652173913043478, 28, 18
8, 1.0, 0.029082774049217, 0.05652173913043478, 227, 18
11, 1.0, 0.026845637583892617, 0.05228758169934641, 80, 19
9, 1.0, 0.026845637583892617, 0.05228758169934641, 108, 19
9, 1.0, 0.026845637583892617, 0.05228758169934641, 140, 20
9, 1.0, 0.026845637583892617, 0.05228758169934641, 56, 20
8, 1.0, 0.029082774049217, 0.05652173913043478, 78, 21
9, 1.0, 0.029082774049217, 0.05652173913043478, 30, 21
10, 1.0, 0.029082774049217, 0.05652173913043478, 83, 22
9, 1.0, 0.029082774049217, 0.05652173913043478, 130, 22
9, 1.0, 0.029082774049217, 0.05652173913043478, 79, 23
9, 1.0, 0.029082774049217, 0.05652173913043478, 93, 23
9, 1.0, 0.029082774049217, 0.05652173913043478, 98, 24
9, 1.0, 0.029082774049217, 0.05652173913043478, 66, 24
7, 1.0, 0.029082774049217, 0.05652173913043478, 67, 25
10, 1.0, 0.029082774049217, 0.05652173913043478, 105, 26
7, 1.0, 0.029082774049217, 0.05652173913043478, 28, 26
9, 1.0, 0.029082774049217, 0.05652173913043478, 30, 27
7, 1.0, 0.029082774049217, 0.05652173913043478, 81, 27
9, 1.0, 0.029082774049217, 0.05652173913043478, 122, 28
9, 1.0, 0.029082774049217, 0.05652173913043478, 31, 28
8, 1.0, 0.029082774049217, 0.05652173913043478, 84, 29
9, 1.0, 0.029082774049217, 0.05652173913043478, 174, 29
8, 1.0, 0.029082774049217, 0.05652173913043478, 31, 30
9, 1.0, 0.029082774049217, 0.05652173913043478, 95, 30
10, 1.0, 0.029082774049217, 0.05652173913043478, 45, 31
10, 1.0, 0.029082774049217, 0.05652173913043478, 28, 32
8, 1.0, 0.029082774049217, 0.05652173913043478, 26, 32
8, 1.0, 0.029082774049217, 0.05652173913043478, 37, 33
9, 1.0, 0.026845637583892617, 0.05228758169934641, 43, 33
9, 1.0, 0.026845637583892617, 0.05228758169934641, 23, 34
7, 1.0, 0.026845637583892617, 0.05228758169934641, 71, 8
8, 1.0, 0.026845637583892617, 0.05228758169934641, 110, 8
7, 1.0, 0.026845637583892617, 0.05228758169934641, 68, 9
8, 1.0, 0.026845637583892617, 0.05228758169934641, 17, 9
8, 1.0, 0.026845637583892617, 0.05228758169934641, 137, 10
7, 1.0, 0.024608501118568233, 0.048034934497816595, 113, 10
9, 1.0, 0.024608501118568233, 0.048034934497816595, 70, 11
7, 1.0, 0.024608501118568233, 0.048034934497816595, 162, 12
8, 1.0, 0.026845637583892617, 0.05228758169934641, 67, 12
7, 1.0, 0.026845637583892617, 0.05228758169934641, 85, 13
9, 1.0, 0.026845637583892617, 0.05228758169934641, 141, 13
7, 1.0, 0.026845637583892617, 0.05228758169934641, 81, 14
12, 1.0, 0.026845637583892617, 0.05228758169934641, 56, 14
9, 1.0, 0.026845637583892617, 0.05228758169934641, 33, 15
9, 1.0, 0.026845637583892617, 0.05228758169934641, 54, 15
10, 1.0, 0.029082774049217, 0.05652173913043478, 56, 16
10, 1.0, 0.029082774049217, 0.05652173913043478, 85, 17
10, 1.0, 0.029082774049217, 0.05652173913043478, 18, 17
9, 1.0, 0.029082774049217, 0.05652173913043478, 85, 18
7, 1.0, 0.03131991051454139, 0.060737527114967466, 62, 18
6, 1.0, 0.03131991051454139, 0.060737527114967466, 74, 19
8, 1.0, 0.03131991051454139, 0.060737527114967466, 21, 19
9, 1.0, 0.03131991051454139, 0.060737527114967466, 109, 20
9, 1.0, 0.029082774049217, 0.05652173913043478, 97, 20
9, 1.0, 0.029082774049217, 0.05652173913043478, 62, 21
10, 1.0, 0.029082774049217, 0.05652173913043478, 105, 21
9, 1.0, 0.029082774049217, 0.05652173913043478, 117, 22
8, 1.0, 0.026845637583892617, 0.05228758169934641, 106, 22
8, 1.0, 0.026845637583892617, 0.05228758169934641, 33, 23
10, 1.0, 0.026845637583892617, 0.05228758169934641, 30, 23
10, 1.0, 0.026845637583892617, 0.05228758169934641, 103, 24
9, 1.0, 0.026845637583892617, 0.05228758169934641, 56, 24
9, 1.0, 0.026845637583892617, 0.05228758169934641, 51, 25
9, 1.0, 0.024608501118568233, 0.048034934497816595, 43, 25
8, 1.0, 0.024608501118568233, 0.048034934497816595, 47, 26
9, 1.0, 0.024608501118568233, 0.048034934497816595, 99, 26
10, 1.0, 0.024608501118568233, 0.048034934497816595, 94, 27
9, 1.0, 0.024608501118568233, 0.048034934497816595, 79, 28
9, 1.0, 0.024608501118568233, 0.048034934497816595, 107, 28
4, 1.0, 0.024608501118568233, 0.048034934497816595, 156, 29
8, 1.0, 0.024608501118568233, 0.048034934497816595, 119, 29
9, 1.0, 0.024608501118568233, 0.048034934497816595, 125, 30
7, 1.0, 0.024608501118568233, 0.048034934497816595, 105, 31
8, 1.0, 0.024608501118568233, 0.048034934497816595, 79, 31
8, 1.0, 0.024608501118568233, 0.048034934497816595, 38, 32
9, 1.0, 0.024608501118568233, 0.048034934497816595, 95, 32
10, 1.0, 0.024608501118568233, 0.048034934497816595, 35, 33
9, 1.0, 0.024608501118568233, 0.048034934497816595, 38, 33
8, 1.0, 0.026845637583892617, 0.05228758169934641, 131, 34
10, 1.0, 0.026845637583892617, 0.05228758169934641, 55, 8
9, 1.0, 0.026845637583892617, 0.05228758169934641, 74, 9
8, 1.0, 0.026845637583892617, 0.05228758169934641, 110, 9
9, 1.0, 0.026845637583892617, 0.05228758169934641, 34, 10
8, 1.0, 0.026845637583892617, 0.05228758169934641, 139, 10
9, 1.0, 0.026845637583892617, 0.05228758169934641, 63, 11
9, 1.0, 0.026845637583892617, 0.05228758169934641, 86, 11
9, 1.0, 0.026845637583892617, 0.05228758169934641, 102, 12
9, 1.0, 0.026845637583892617, 0.05228758169934641, 86, 12
8, 1.0, 0.026845637583892617, 0.05228758169934641, 70, 13
9, 1.0, 0.026845637583892617, 0.05228758169934641, 28, 13
9, 1.0, 0.026845637583892617, 0.05228758169934641, 75, 14
9, 1.0, 0.026845637583892617, 0.05228758169934641, 73, 14
9, 1.0, 0.026845637583892617, 0.05228758169934641, 39, 15
9, 1.0, 0.026845637583892617, 0.05228758169934641, 160, 16
4, 1.0, 0.029082774049217, 0.05652173913043478, 98, 16
7, 1.0, 0.029082774049217, 0.05652173913043478, 14, 17
8, 1.0, 0.029082774049217, 0.05652173913043478, 253, 17
8, 1.0, 0.029082774049217, 0.05652173913043478, 67, 18
9, 1.0, 0.029082774049217, 0.05652173913043478, 92, 18
9, 1.0, 0.03131991051454139, 0.060737527114967466, 46, 19
9, 1.0, 0.03131991051454139, 0.060737527114967466, 107, 20
9, 1.0, 0.03131991051454139, 0.060737527114967466, 45, 20
9, 1.0, 0.03131991051454139, 0.060737527114967466, 19, 21
9, 1.0, 0.03131991051454139, 0.060737527114967466, 44, 21
7, 1.0, 0.03131991051454139, 0.060737527114967466, 142, 22
9, 1.0, 0.03131991051454139, 0.060737527114967466, 22, 22
9, 1.0, 0.03131991051454139, 0.060737527114967466, 60, 23
8, 1.0, 0.03131991051454139, 0.060737527114967466, 114, 23
9, 1.0, 0.03131991051454139, 0.060737527114967466, 39, 24
7, 1.0, 0.03131991051454139, 0.060737527114967466, 91, 24
10, 1.0, 0.03131991051454139, 0.060737527114967466, 49, 25
9, 1.0, 0.03355704697986577, 0.06493506493506493, 110, 25
7, 1.0, 0.03355704697986577, 0.06493506493506493, 92, 26
9, 1.0, 0.03355704697986577, 0.06493506493506493, 50, 26
8, 1.0, 0.03355704697986577, 0.06493506493506493, 176, 27
9, 1.0, 0.035794183445190156, 0.0691144708423326, 151, 28
9, 1.0, 0.035794183445190156, 0.0691144708423326, 110, 28
8, 1.0, 0.035794183445190156, 0.0691144708423326, 59, 29
9, 1.0, 0.035794183445190156, 0.0691144708423326, 53, 29
8, 1.0, 0.035794183445190156, 0.0691144708423326, 56, 30
8, 1.0, 0.035794183445190156, 0.0691144708423326, 98, 30
9, 1.0, 0.035794183445190156, 0.0691144708423326, 106, 31
8, 1.0, 0.03355704697986577, 0.06493506493506493, 47, 31
9, 1.0, 0.03355704697986577, 0.06493506493506493, 84, 32
9, 1.0, 0.03355704697986577, 0.06493506493506493, 33, 33
9, 1.0, 0.03355704697986577, 0.06493506493506493, 69, 33
9, 1.0, 0.03355704697986577, 0.06493506493506493, 19, 8
8, 1.0, 0.035794183445190156, 0.0691144708423326, 175, 9
8, 1.0, 0.035794183445190156, 0.0691144708423326, 20, 9
10, 1.0, 0.035794183445190156, 0.0691144708423326, 49, 10
9, 1.0, 0.035794183445190156, 0.0691144708423326, 43, 10
8, 1.0, 0.035794183445190156, 0.0691144708423326, 84, 11
7, 1.0, 0.035794183445190156, 0.0691144708423326, 59, 11
8, 1.0, 0.035794183445190156, 0.0691144708423326, 44, 12
7, 1.0, 0.035794183445190156, 0.0691144708423326, 106, 13
9, 1.0, 0.035794183445190156, 0.0691144708423326, 41, 13
8, 1.0, 0.035794183445190156, 0.0691144708423326, 95, 14
8, 1.0, 0.035794183445190156, 0.0691144708423326, 55, 14
9, 1.0, 0.035794183445190156, 0.0691144708423326, 81, 15
7, 1.0, 0.035794183445190156, 0.0691144708423326, 94, 15
9, 1.0, 0.035794183445190156, 0.0691144708423326, 56, 16
11, 1.0, 0.035794183445190156, 0.0691144708423326, 23, 16
7, 1.0, 0.035794183445190156, 0.0691144708423326, 143, 17
9, 1.0, 0.035794183445190156, 0.0691144708423326, 128, 17
9, 1.0, 0.03803131991051454, 0.07327586206896552, 110, 18
8, 1.0, 0.03803131991051454, 0.07327586206896552, 73, 18
8, 1.0, 0.03803131991051454, 0.07327586206896552, 170, 19
10, 1.0, 0.03803131991051454, 0.07327586206896552, 134, 19
9, 1.0, 0.03803131991051454, 0.07327586206896552, 33, 20
9, 1.0, 0.03803131991051454, 0.07327586206896552, 75, 20
7, 1.0, 0.03803131991051454, 0.07327586206896552, 144, 21
8, 1.0, 0.03803131991051454, 0.07327586206896552, 66, 22
6, 1.0, 0.03803131991051454, 0.07327586206896552, 377, 22
9, 1.0, 0.03803131991051454, 0.07327586206896552, 48, 23
7, 1.0, 0.03803131991051454, 0.07327586206896552, 34, 23
8, 1.0, 0.035794183445190156, 0.0691144708423326, 82, 24
8, 1.0, 0.035794183445190156, 0.0691144708423326, 39, 24
8, 1.0, 0.035794183445190156, 0.0691144708423326, 134, 25
9, 1.0, 0.035794183445190156, 0.0691144708423326, 71, 26
8, 1.0, 0.035794183445190156, 0.0691144708423326, 125, 26
9, 1.0, 0.035794183445190156, 0.0691144708423326, 122, 27
9, 1.0, 0.035794183445190156, 0.0691144708423326, 58, 27
8, 1.0, 0.035794183445190156, 0.0691144708423326, 44, 28
8, 1.0, 0.035794183445190156, 0.0691144708423326, 102, 28
8, 1.0, 0.035794183445190156, 0.0691144708423326, 59, 29
9, 1.0, 0.035794183445190156, 0.0691144708423326, 42, 29
9, 1.0, 0.035794183445190156, 0.0691144708423326, 32, 30
9, 1.0, 0.035794183445190156, 0.0691144708423326, 103, 30
9, 1.0, 0.035794183445190156, 0.0691144708423326, 60, 31
15, 1.0, 0.035794183445190156, 0.0691144708423326, 135, 31
