sparql, precision, recall, fmeasure, explain, evict, memory
3, 1.0, 3.677552221241541E-5, 7.354833964623248E-5, 834, 11, 57
3, 1.0, 3.677552221241541E-5, 7.354833964623248E-5, 3113, 12, 59
3, 1.0, 3.677552221241541E-5, 7.354833964623248E-5, 3667, 11, 61
3, 0, 0, 0, 2, 37, 62
3, 0, 0, 0, 2, 36, 62
3, 1.0, 3.677552221241541E-5, 7.354833964623248E-5, 2203, 11, 64
3, 1.0, 3.677552221241541E-5, 7.354833964623248E-5, 1840, 13, 65
3, 1.0, 3.677552221241541E-5, 7.354833964623248E-5, 2025, 11, 67
4, 1.0, 7.355104442483083E-5, 1.470912701331176E-4, 1659, 12, 69
3, 1.0, 7.355104442483083E-5, 1.470912701331176E-4, 2200, 12, 71
4, 1.0, 3.677552221241541E-5, 7.354833964623248E-5, 1017, 12, 71
3, 1.0, 3.677552221241541E-5, 7.354833964623248E-5, 1018, 11, 73
3, 1.0, 3.677552221241541E-5, 7.354833964623248E-5, 1017, 12, 74
3, 1.0, 7.355104442483083E-5, 1.470912701331176E-4, 2020, 11, 76
3, 1.0, 7.355104442483083E-5, 1.470912701331176E-4, 1470, 12, 78
3, 0, 0, 0, 3, 37, 78
3, 0, 0, 0, 2, 37, 79
3, 1.0, 3.677552221241541E-5, 7.354833964623248E-5, 830, 11, 80
4, 1.0, 3.677552221241541E-5, 7.354833964623248E-5, 837, 12, 41
4, 1.0, 3.677552221241541E-5, 7.354833964623248E-5, 835, 12, 42
3, 1.0, 3.677552221241541E-5, 7.354833964623248E-5, 14, 0, 44
