sparql, precision, recall, fmeasure, explain, evict, memory
3, 1.0, 1.838776110620771E-4, 3.6768761260433136E-4, 13314, 93, 69
4, 1.0, 1.838776110620771E-4, 3.6768761260433136E-4, 9830, 72, 49
3, 1.0, 1.838776110620771E-4, 3.6768761260433136E-4, 6947, 73, 65
3, 1.0, 2.206531332744925E-4, 4.412089124200309E-4, 5333, 70, 45
3, 1.0, 2.574286554869079E-4, 5.147248060590463E-4, 6059, 70, 62
4, 1.0, 2.942041776993233E-4, 5.882352941176469E-4, 5664, 69, 78
4, 1.0, 2.942041776993233E-4, 5.882352941176469E-4, 7307, 71, 58
3, 1.0, 2.574286554869079E-4, 5.147248060590463E-4, 8765, 68, 75
3, 1.0, 1.838776110620771E-4, 3.6768761260433136E-4, 1728, 69, 51
4, 1.0, 2.206531332744925E-4, 4.412089124200309E-4, 3205, 69, 65
5, 1.0, 2.942041776993233E-4, 5.882352941176469E-4, 4115, 96, 78
4, 1.0, 2.942041776993233E-4, 5.882352941176469E-4, 4692, 77, 55
3, 1.0, 2.942041776993233E-4, 5.882352941176469E-4, 5675, 103, 69
3, 1.0, 3.3097969991173877E-4, 6.61740377192015E-4, 4227, 66, 46
3, 1.0, 3.3097969991173877E-4, 6.61740377192015E-4, 5158, 88, 60
4, 1.0, 4.045307443365696E-4, 8.087343307723413E-4, 6515, 71, 75
3, 1.0, 4.41306266548985E-4, 8.822232024702251E-4, 4172, 69, 53
4, 1.0, 5.148573109738158E-4, 0.0010291847386605893, 6974, 72, 68
4, 1.0, 5.516328331862312E-4, 0.00110265740434447, 9143, 74, 47
4, 1.0, 5.148573109738158E-4, 0.0010291847386605893, 7229, 71, 61
4, 1.0, 5.148573109738158E-4, 0.0010291847386605893, 3578, 0, 76
