sparql, precision, recall, fmeasure, explain, evict, memory
3, 1.0, 3.677552221241541E-5, 7.354833964623248E-5, 838, 10, 62
3, 1.0, 3.677552221241541E-5, 7.354833964623248E-5, 1200, 10, 63
3, 1.0, 3.677552221241541E-5, 7.354833964623248E-5, 1832, 10, 65
3, 1.0, 3.677552221241541E-5, 7.354833964623248E-5, 2576, 10, 66
3, 1.0, 3.677552221241541E-5, 7.354833964623248E-5, 1829, 10, 68
3, 1.0, 3.677552221241541E-5, 7.354833964623248E-5, 2201, 10, 70
3, 1.0, 3.677552221241541E-5, 7.354833964623248E-5, 2020, 10, 71
3, 1.0, 3.677552221241541E-5, 7.354833964623248E-5, 2026, 10, 73
3, 1.0, 3.677552221241541E-5, 7.354833964623248E-5, 1203, 11, 74
3, 1.0, 3.677552221241541E-5, 7.354833964623248E-5, 1204, 10, 76
3, 1.0, 3.677552221241541E-5, 7.354833964623248E-5, 1199, 10, 77
3, 1.0, 7.355104442483083E-5, 1.470912701331176E-4, 1387, 10, 79
2, 1.0, 7.355104442483083E-5, 1.470912701331176E-4, 1388, 10, 81
3, 1.0, 7.355104442483083E-5, 1.470912701331176E-4, 2666, 10, 83
3, 1.0, 7.355104442483083E-5, 1.470912701331176E-4, 1929, 10, 41
3, 1.0, 7.355104442483083E-5, 1.470912701331176E-4, 388, 10, 43
3, 1.0, 7.355104442483083E-5, 1.470912701331176E-4, 2479, 10, 44
3, 1.0, 7.355104442483083E-5, 1.470912701331176E-4, 2479, 10, 46
3, 1.0, 7.355104442483083E-5, 1.470912701331176E-4, 386, 10, 48
3, 1.0, 7.355104442483083E-5, 1.470912701331176E-4, 844, 11, 49
3, 1.0, 1.1032656663724625E-4, 2.2062879205736347E-4, 565, 0, 51
