sparql, precision, recall, fmeasure, explain, evict, memory
19, 1.0, 0.001066490144160047, 0.0021307079093347047, 0, 287, 36
5, 1.0, 9.929390997352162E-4, 0.001983908299349719, 0, 245, 78
4, 1.0, 8.458370108855546E-4, 0.0016902443505419807, 0, 230, 122
5, 1.0, 7.355104442483084E-4, 0.0014699397324709686, 0, 238, 164
5, 1.0, 8.458370108855546E-4, 0.0016902443505419807, 0, 241, 34
4, 1.0, 6.98734922035893E-4, 0.0013964940649002242, 0, 251, 80
5, 1.0, 7.722859664607238E-4, 0.0015433800022048286, 0, 229, 122
4, 1.0, 6.98734922035893E-4, 0.0013964940649002242, 0, 246, 163
4, 1.0, 6.98734922035893E-4, 0.0013964940649002242, 0, 227, 208
5, 1.0, 8.458370108855546E-4, 0.0016902443505419807, 0, 235, 24
4, 1.0, 8.458370108855546E-4, 0.0016902443505419807, 0, 225, 66
4, 1.0, 7.722859664607238E-4, 0.0015433800022048286, 0, 224, 107
4, 1.0, 7.722859664607238E-4, 0.0015433800022048286, 0, 228, 151
3, 1.0, 8.8261253309797E-4, 0.001763668430335097, 0, 223, 195
4, 1.0, 6.619593998234775E-4, 0.0013230429988974645, 0, 222, 236
4, 1.0, 6.251838776110621E-4, 0.0012495865338674704, 0, 290, 52
4, 1.0, 6.251838776110621E-4, 0.0012495865338674704, 0, 218, 92
4, 1.0, 6.251838776110621E-4, 0.0012495865338674704, 0, 222, 135
4, 1.0, 6.251838776110621E-4, 0.0012495865338674704, 0, 263, 178
4, 1.0, 5.884083553986466E-4, 0.0011761246692149367, 0, 262, 222
6, 1.0, 8.8261253309797E-4, 0.001763668430335097, 0, 0, 24
