sparql, precision, recall, fmeasure, explain, evict, memory
2, 1.0, 1.838776110620771E-4, 3.6768761260433136E-4, 0, 46, 66
2, 1.0, 2.574286554869079E-4, 5.147248060590463E-4, 0, 41, 73
3, 1.0, 2.206531332744925E-4, 4.412089124200309E-4, 0, 45, 42
2, 1.0, 2.206531332744925E-4, 4.412089124200309E-4, 0, 101, 49
3, 1.0, 2.206531332744925E-4, 4.412089124200309E-4, 0, 40, 55
3, 1.0, 1.838776110620771E-4, 3.6768761260433136E-4, 0, 44, 62
3, 1.0, 1.838776110620771E-4, 3.6768761260433136E-4, 0, 47, 68
3, 1.0, 2.574286554869079E-4, 5.147248060590463E-4, 0, 42, 74
2, 1.0, 2.206531332744925E-4, 4.412089124200309E-4, 0, 53, 44
3, 1.0, 2.206531332744925E-4, 4.412089124200309E-4, 0, 48, 50
3, 1.0, 2.574286554869079E-4, 5.147248060590463E-4, 0, 41, 57
2, 1.0, 1.4710208884966165E-4, 2.941609060155905E-4, 0, 53, 63
3, 1.0, 1.4710208884966165E-4, 2.941609060155905E-4, 0, 43, 69
3, 1.0, 1.838776110620771E-4, 3.6768761260433136E-4, 0, 49, 76
3, 1.0, 1.838776110620771E-4, 3.6768761260433136E-4, 0, 43, 46
3, 1.0, 2.206531332744925E-4, 4.412089124200309E-4, 0, 44, 52
3, 1.0, 1.1032656663724625E-4, 2.2062879205736347E-4, 0, 51, 58
3, 1.0, 1.1032656663724625E-4, 2.2062879205736347E-4, 0, 40, 65
3, 1.0, 1.1032656663724625E-4, 2.2062879205736347E-4, 0, 38, 71
3, 1.0, 3.677552221241541E-5, 7.354833964623248E-5, 0, 48, 78
3, 1.0, 7.355104442483083E-5, 1.470912701331176E-4, 0, 0, 47
