sparql, precision, recall, fmeasure, explain, evict, memory
2, 1.0, 3.677552221241541E-5, 7.354833964623248E-5, 0, 12, 55
3, 0, 0, 0, 0, 13, 57
2, 0, 0, 0, 0, 12, 58
2, 1.0, 3.677552221241541E-5, 7.354833964623248E-5, 0, 17, 59
2, 1.0, 3.677552221241541E-5, 7.354833964623248E-5, 0, 12, 60
3, 0, 0, 0, 0, 13, 62
3, 0, 0, 0, 0, 12, 63
3, 1.0, 3.677552221241541E-5, 7.354833964623248E-5, 0, 12, 64
3, 0, 0, 0, 0, 12, 65
2, 1.0, 3.677552221241541E-5, 7.354833964623248E-5, 0, 10, 67
2, 0, 0, 0, 0, 11, 68
3, 1.0, 3.677552221241541E-5, 7.354833964623248E-5, 0, 11, 69
2, 0, 0, 0, 0, 14, 71
2, 1.0, 3.677552221241541E-5, 7.354833964623248E-5, 0, 12, 72
2, 1.0, 3.677552221241541E-5, 7.354833964623248E-5, 0, 11, 73
3, 0, 0, 0, 0, 12, 74
2, 1.0, 3.677552221241541E-5, 7.354833964623248E-5, 0, 12, 76
3, 0, 0, 0, 0, 11, 77
3, 1.0, 3.677552221241541E-5, 7.354833964623248E-5, 0, 11, 40
3, 0, 0, 0, 0, 12, 41
2, 1.0, 3.677552221241541E-5, 7.354833964623248E-5, 0, 0, 42
