sparql, precision, recall, fmeasure, explain, evict, memory
7, 1.0, 0.001066490144160047, 0.0021307079093347047, 0, 738, 24
4, 1.0, 5.884083553986466E-4, 0.0011761246692149367, 0, 730, 33
4, 1.0, 6.98734922035893E-4, 0.0013964940649002242, 0, 741, 43
3, 1.0, 7.722859664607238E-4, 0.0015433800022048286, 0, 692, 52
4, 1.0, 9.929390997352162E-4, 0.001983908299349719, 0, 695, 26
3, 1.0, 7.722859664607238E-4, 0.0015433800022048286, 0, 719, 36
4, 1.0, 3.3097969991173877E-4, 6.61740377192015E-4, 0, 699, 45
5, 1.0, 0.0011032656663724624, 0.0022040996253030634, 0, 716, 54
3, 1.0, 9.929390997352162E-4, 0.001983908299349719, 0, 699, 28
3, 1.0, 9.193880553103854E-4, 0.0018370871146709776, 0, 716, 38
4, 1.0, 6.98734922035893E-4, 0.0013964940649002242, 0, 701, 47
4, 1.0, 5.516328331862312E-4, 0.00110265740434447, 0, 725, 57
4, 1.0, 8.458370108855546E-4, 0.0016902443505419807, 0, 683, 31
4, 1.0, 6.98734922035893E-4, 0.0013964940649002242, 0, 701, 41
3, 1.0, 0.0010297146219476316, 0.0020573108008817044, 0, 690, 51
3, 1.0, 0.0012135922330097086, 0.0024242424242424242, 0, 703, 25
3, 1.0, 0.0012503677552221243, 0.0024976125762139136, 0, 703, 35
3, 1.0, 3.3097969991173877E-4, 6.61740377192015E-4, 0, 713, 46
3, 1.0, 2.942041776993233E-4, 5.882352941176469E-4, 0, 703, 56
5, 1.0, 0.0011400411885848778, 0.002277485949381038, 0, 704, 30
5, 1.0, 0.001066490144160047, 0.0021307079093347047, 0, 0, 51
