sparql, precision, recall, fmeasure, explain, evict, memory
3, 1.0, 1.838776110620771E-4, 3.6768761260433136E-4, 0, 109, 69
3, 1.0, 1.838776110620771E-4, 3.6768761260433136E-4, 0, 85, 45
3, 1.0, 1.838776110620771E-4, 3.6768761260433136E-4, 0, 83, 57
2, 1.0, 1.4710208884966165E-4, 2.941609060155905E-4, 0, 102, 70
3, 1.0, 1.838776110620771E-4, 3.6768761260433136E-4, 0, 90, 46
2, 1.0, 1.838776110620771E-4, 3.6768761260433136E-4, 0, 89, 59
3, 0, 0, 0, 0, 81, 72
3, 1.0, 7.355104442483083E-5, 1.470912701331176E-4, 0, 83, 48
2, 1.0, 7.355104442483083E-5, 1.470912701331176E-4, 0, 87, 60
3, 1.0, 3.677552221241541E-5, 7.354833964623248E-5, 0, 84, 73
2, 1.0, 3.677552221241541E-5, 7.354833964623248E-5, 0, 83, 50
2, 1.0, 7.355104442483083E-5, 1.470912701331176E-4, 0, 81, 63
2, 1.0, 7.355104442483083E-5, 1.470912701331176E-4, 0, 91, 75
2, 1.0, 1.1032656663724625E-4, 2.2062879205736347E-4, 0, 83, 51
2, 1.0, 3.677552221241541E-5, 7.354833964623248E-5, 0, 86, 64
2, 1.0, 3.677552221241541E-5, 7.354833964623248E-5, 0, 92, 77
3, 1.0, 3.677552221241541E-5, 7.354833964623248E-5, 0, 86, 53
3, 1.0, 1.4710208884966165E-4, 2.941609060155905E-4, 0, 92, 66
2, 1.0, 1.4710208884966165E-4, 2.941609060155905E-4, 0, 87, 78
3, 1.0, 1.4710208884966165E-4, 2.941609060155905E-4, 0, 77, 54
3, 1.0, 3.677552221241541E-5, 7.354833964623248E-5, 0, 0, 67
