sparql, precision, recall, fmeasure, explain, evict, memory
2, 1.0, 3.677552221241541E-5, 7.354833964623248E-5, 0, 11, 42
3, 1.0, 3.677552221241541E-5, 7.354833964623248E-5, 0, 11, 43
3, 1.0, 3.677552221241541E-5, 7.354833964623248E-5, 0, 10, 44
3, 1.0, 3.677552221241541E-5, 7.354833964623248E-5, 0, 10, 45
2, 1.0, 3.677552221241541E-5, 7.354833964623248E-5, 0, 9, 45
2, 0, 0, 0, 0, 11, 46
2, 1.0, 3.677552221241541E-5, 7.354833964623248E-5, 0, 11, 47
3, 0, 0, 0, 0, 10, 48
3, 0, 0, 0, 0, 11, 49
3, 1.0, 3.677552221241541E-5, 7.354833964623248E-5, 0, 9, 50
3, 0, 0, 0, 0, 10, 51
2, 0, 0, 0, 0, 8, 52
3, 1.0, 3.677552221241541E-5, 7.354833964623248E-5, 0, 8, 53
3, 0, 0, 0, 0, 9, 53
2, 0, 0, 0, 0, 9, 55
2, 1.0, 3.677552221241541E-5, 7.354833964623248E-5, 0, 10, 55
3, 0, 0, 0, 0, 8, 56
3, 0, 0, 0, 0, 8, 57
2, 1.0, 3.677552221241541E-5, 7.354833964623248E-5, 0, 9, 58
3, 0, 0, 0, 0, 8, 59
2, 1.0, 3.677552221241541E-5, 7.354833964623248E-5, 0, 0, 60
