sparql, precision, recall, fmeasure, explain, evict, memory
3, 1.0, 1.838776110620771E-4, 3.6768761260433136E-4, 7872, 28, 42
4, 1.0, 1.838776110620771E-4, 3.6768761260433136E-4, 10072, 30, 52
4, 1.0, 2.574286554869079E-4, 5.147248060590463E-4, 10728, 33, 63
3, 1.0, 2.942041776993233E-4, 5.882352941176469E-4, 10461, 32, 77
3, 1.0, 3.3097969991173877E-4, 6.61740377192015E-4, 15073, 35, 56
3, 1.0, 3.677552221241542E-4, 7.352400558782443E-4, 13504, 35, 72
3, 1.0, 3.677552221241542E-4, 7.352400558782443E-4, 15073, 37, 52
3, 1.0, 3.677552221241542E-4, 7.352400558782443E-4, 7723, 32, 68
3, 1.0, 4.045307443365696E-4, 8.087343307723413E-4, 7854, 29, 47
3, 1.0, 4.045307443365696E-4, 8.087343307723413E-4, 10047, 32, 64
4, 1.0, 4.41306266548985E-4, 8.822232024702251E-4, 11082, 30, 44
3, 1.0, 4.41306266548985E-4, 8.822232024702251E-4, 16012, 30, 61
3, 1.0, 4.780817887614004E-4, 9.557066715677266E-4, 10011, 34, 77
3, 1.0, 5.148573109738158E-4, 0.0010291847386605893, 7030, 27, 58
4, 1.0, 4.780817887614004E-4, 9.557066715677266E-4, 6745, 26, 72
4, 1.0, 4.780817887614004E-4, 9.557066715677266E-4, 7727, 32, 51
4, 1.0, 4.780817887614004E-4, 9.557066715677266E-4, 7844, 30, 66
4, 1.0, 4.780817887614004E-4, 9.557066715677266E-4, 3174, 29, 44
4, 1.0, 5.148573109738158E-4, 0.0010291847386605893, 5726, 25, 59
3, 1.0, 5.516328331862312E-4, 0.00110265740434447, 4291, 26, 74
4, 1.0, 5.516328331862312E-4, 0.00110265740434447, 6945, 0, 54
