sparql, precision, recall, fmeasure, explain, evict, memory
4, 1.0, 3.677552221241541E-5, 7.354833964623248E-5, 0, 40, 40
4, 0, 0, 0, 0, 42, 41
3, 0, 0, 0, 0, 44, 42
4, 1.0, 3.677552221241541E-5, 7.354833964623248E-5, 0, 43, 44
3, 1.0, 3.677552221241541E-5, 7.354833964623248E-5, 0, 41, 45
4, 0, 0, 0, 0, 87, 46
3, 0, 0, 0, 0, 41, 48
3, 1.0, 3.677552221241541E-5, 7.354833964623248E-5, 0, 42, 49
2, 0, 0, 0, 0, 42, 50
4, 1.0, 3.677552221241541E-5, 7.354833964623248E-5, 0, 42, 51
3, 0, 0, 0, 0, 42, 53
3, 1.0, 3.677552221241541E-5, 7.354833964623248E-5, 0, 87, 54
3, 0, 0, 0, 0, 41, 55
3, 1.0, 3.677552221241541E-5, 7.354833964623248E-5, 0, 44, 56
3, 1.0, 3.677552221241541E-5, 7.354833964623248E-5, 0, 42, 58
3, 0, 0, 0, 0, 43, 59
3, 1.0, 3.677552221241541E-5, 7.354833964623248E-5, 0, 42, 60
3, 0, 0, 0, 0, 87, 61
3, 1.0, 3.677552221241541E-5, 7.354833964623248E-5, 0, 41, 63
3, 0, 0, 0, 0, 41, 64
2, 1.0, 3.677552221241541E-5, 7.354833964623248E-5, 0, 0, 65
