sparql, precision, recall, fmeasure, explain, evict, memory
3, 1.0, 3.677552221241541E-5, 7.354833964623248E-5, 837, 14, 58
3, 1.0, 3.677552221241541E-5, 7.354833964623248E-5, 3198, 12, 60
3, 1.0, 3.677552221241541E-5, 7.354833964623248E-5, 198, 13, 62
3, 1.0, 3.677552221241541E-5, 7.354833964623248E-5, 1200, 20, 63
3, 1.0, 7.355104442483083E-5, 1.470912701331176E-4, 2197, 13, 65
3, 1.0, 3.677552221241541E-5, 7.354833964623248E-5, 376, 14, 67
3, 1.0, 7.355104442483083E-5, 1.470912701331176E-4, 2848, 12, 68
3, 1.0, 3.677552221241541E-5, 7.354833964623248E-5, 824, 13, 70
3, 1.0, 3.677552221241541E-5, 7.354833964623248E-5, 829, 12, 71
3, 1.0, 7.355104442483083E-5, 1.470912701331176E-4, 1643, 13, 74
4, 1.0, 3.677552221241541E-5, 7.354833964623248E-5, 1281, 13, 75
3, 1.0, 3.677552221241541E-5, 7.354833964623248E-5, 1653, 13, 76
3, 1.0, 7.355104442483083E-5, 1.470912701331176E-4, 2099, 12, 78
3, 1.0, 3.677552221241541E-5, 7.354833964623248E-5, 1284, 13, 41
3, 1.0, 3.677552221241541E-5, 7.354833964623248E-5, 829, 13, 42
2, 1.0, 7.355104442483083E-5, 1.470912701331176E-4, 2736, 13, 45
3, 1.0, 3.677552221241541E-5, 7.354833964623248E-5, 653, 14, 46
3, 1.0, 3.677552221241541E-5, 7.354833964623248E-5, 650, 13, 47
3, 1.0, 7.355104442483083E-5, 1.470912701331176E-4, 2840, 13, 50
3, 1.0, 7.355104442483083E-5, 1.470912701331176E-4, 837, 14, 52
3, 1.0, 1.1032656663724625E-4, 2.2062879205736347E-4, 1016, 0, 54
