sparql, precision, recall, fmeasure, explain, evict, memory
4, 1.0, 3.677552221241541E-5, 7.354833964623248E-5, 1203, 10, 53
3, 1.0, 3.677552221241541E-5, 7.354833964623248E-5, 2479, 10, 54
2, 1.0, 3.677552221241541E-5, 7.354833964623248E-5, 1372, 10, 56
3, 1.0, 3.677552221241541E-5, 7.354833964623248E-5, 2388, 10, 57
3, 1.0, 3.677552221241541E-5, 7.354833964623248E-5, 2388, 10, 59
3, 1.0, 3.677552221241541E-5, 7.354833964623248E-5, 2570, 10, 60
3, 1.0, 3.677552221241541E-5, 7.354833964623248E-5, 2466, 11, 62
2, 1.0, 3.677552221241541E-5, 7.354833964623248E-5, 2196, 10, 64
3, 1.0, 3.677552221241541E-5, 7.354833964623248E-5, 2020, 10, 65
3, 1.0, 3.677552221241541E-5, 7.354833964623248E-5, 1565, 10, 68
3, 1.0, 3.677552221241541E-5, 7.354833964623248E-5, 1835, 11, 69
3, 1.0, 7.355104442483083E-5, 1.470912701331176E-4, 2476, 10, 71
3, 1.0, 3.677552221241541E-5, 7.354833964623248E-5, 1200, 10, 72
3, 1.0, 3.677552221241541E-5, 7.354833964623248E-5, 1841, 10, 74
3, 1.0, 3.677552221241541E-5, 7.354833964623248E-5, 2289, 10, 76
3, 1.0, 3.677552221241541E-5, 7.354833964623248E-5, 2099, 10, 77
3, 1.0, 3.677552221241541E-5, 7.354833964623248E-5, 2846, 10, 78
3, 1.0, 3.677552221241541E-5, 7.354833964623248E-5, 1836, 10, 80
3, 1.0, 3.677552221241541E-5, 7.354833964623248E-5, 559, 10, 82
3, 1.0, 3.677552221241541E-5, 7.354833964623248E-5, 3018, 10, 40
4, 1.0, 7.355104442483083E-5, 1.470912701331176E-4, 2831, 0, 42
