sparql, precision, recall, fmeasure, explain, evict, memory
6, 1.0, 0.0010297146219476316, 0.0020573108008817044, 0, 994, 73
3, 1.0, 5.884083553986466E-4, 0.0011761246692149367, 0, 975, 74
3, 1.0, 7.355104442483084E-4, 0.0014699397324709686, 0, 963, 79
3, 1.0, 9.929390997352162E-4, 0.001983908299349719, 0, 1016, 40
4, 1.0, 4.780817887614004E-4, 9.557066715677266E-4, 0, 969, 58
5, 1.0, 6.251838776110621E-4, 0.0012495865338674704, 0, 968, 78
3, 1.0, 7.722859664607238E-4, 0.0015433800022048286, 0, 980, 56
4, 1.0, 6.251838776110621E-4, 0.0012495865338674704, 0, 968, 43
3, 1.0, 5.148573109738158E-4, 0.0010291847386605893, 0, 979, 80
3, 1.0, 8.458370108855546E-4, 0.0016902443505419807, 0, 965, 40
3, 1.0, 6.619593998234775E-4, 0.0013230429988974645, 0, 972, 53
3, 1.0, 0.0011400411885848778, 0.002277485949381038, 0, 1032, 96
3, 1.0, 0.0011400411885848778, 0.002277485949381038, 0, 955, 82
3, 0, 0, 0, 0, 973, 77
5, 1.0, 9.929390997352162E-4, 0.001983908299349719, 0, 972, 78
4, 1.0, 6.98734922035893E-4, 0.0013964940649002242, 0, 985, 86
3, 1.0, 6.251838776110621E-4, 0.0012495865338674704, 0, 1000, 47
3, 1.0, 9.561635775228008E-4, 0.0019105004041443162, 0, 986, 66
3, 1.0, 6.619593998234775E-4, 0.0013230429988974645, 0, 1061, 41
4, 1.0, 6.98734922035893E-4, 0.0013964940649002242, 0, 987, 74
3, 1.0, 0.0012135922330097086, 0.0024242424242424242, 0, 0, 64
