sparql, precision, recall, fmeasure, explain, evict, memory
4, 1.0, 3.677552221241541E-5, 7.354833964623248E-5, 1201, 11, 46
3, 1.0, 3.677552221241541E-5, 7.354833964623248E-5, 3845, 12, 48
3, 1.0, 3.677552221241541E-5, 7.354833964623248E-5, 2923, 12, 50
3, 1.0, 3.677552221241541E-5, 7.354833964623248E-5, 2550, 12, 51
3, 1.0, 3.677552221241541E-5, 7.354833964623248E-5, 1834, 12, 53
3, 1.0, 7.355104442483083E-5, 1.470912701331176E-4, 3015, 12, 56
3, 1.0, 3.677552221241541E-5, 7.354833964623248E-5, 1388, 27, 57
3, 1.0, 3.677552221241541E-5, 7.354833964623248E-5, 829, 12, 58
3, 1.0, 7.355104442483083E-5, 1.470912701331176E-4, 2198, 12, 60
3, 1.0, 3.677552221241541E-5, 7.354833964623248E-5, 2838, 15, 62
3, 1.0, 3.677552221241541E-5, 7.354833964623248E-5, 2461, 14, 64
3, 1.0, 3.677552221241541E-5, 7.354833964623248E-5, 1649, 11, 65
3, 1.0, 3.677552221241541E-5, 7.354833964623248E-5, 1921, 12, 67
3, 1.0, 7.355104442483083E-5, 1.470912701331176E-4, 4466, 11, 70
4, 1.0, 3.677552221241541E-5, 7.354833964623248E-5, 1200, 12, 71
3, 1.0, 3.677552221241541E-5, 7.354833964623248E-5, 2203, 12, 72
3, 1.0, 3.677552221241541E-5, 7.354833964623248E-5, 1834, 12, 74
3, 1.0, 7.355104442483083E-5, 1.470912701331176E-4, 4476, 14, 76
3, 1.0, 3.677552221241541E-5, 7.354833964623248E-5, 1380, 11, 78
3, 1.0, 3.677552221241541E-5, 7.354833964623248E-5, 829, 12, 80
3, 1.0, 3.677552221241541E-5, 7.354833964623248E-5, 1380, 0, 41
