sparql, precision, recall, fmeasure, explain, evict, memory
5, 1.0, 0.0010297146219476316, 0.0020573108008817044, 0, 288, 81
6, 1.0, 7.722859664607238E-4, 0.0015433800022048286, 0, 253, 17
6, 1.0, 6.251838776110621E-4, 0.0012495865338674704, 0, 241, 59
6, 1.0, 5.884083553986466E-4, 0.0011761246692149367, 0, 232, 101
3, 1.0, 6.619593998234775E-4, 0.0013230429988974645, 0, 235, 39
4, 1.0, 6.251838776110621E-4, 0.0012495865338674704, 0, 262, 82
4, 1.0, 5.884083553986466E-4, 0.0011761246692149367, 0, 251, 22
4, 1.0, 6.251838776110621E-4, 0.0012495865338674704, 0, 255, 65
4, 1.0, 6.98734922035893E-4, 0.0013964940649002242, 0, 234, 107
5, 1.0, 7.355104442483084E-4, 0.0014699397324709686, 0, 246, 50
4, 1.0, 7.722859664607238E-4, 0.0015433800022048286, 0, 261, 92
5, 1.0, 8.458370108855546E-4, 0.0016902443505419807, 0, 265, 37
4, 1.0, 8.458370108855546E-4, 0.0016902443505419807, 0, 260, 80
8, 1.0, 8.8261253309797E-4, 0.001763668430335097, 0, 241, 26
5, 1.0, 8.090614886731392E-4, 0.0016168148746968473, 0, 241, 70
4, 1.0, 8.090614886731392E-4, 0.0016168148746968473, 0, 293, 19
4, 1.0, 8.090614886731392E-4, 0.0016168148746968473, 0, 253, 61
4, 1.0, 8.090614886731392E-4, 0.0016168148746968473, 0, 249, 104
4, 1.0, 8.090614886731392E-4, 0.0016168148746968473, 0, 333, 55
4, 1.0, 8.090614886731392E-4, 0.0016168148746968473, 0, 319, 98
6, 1.0, 0.0011400411885848778, 0.002277485949381038, 0, 0, 41
