sparql, precision, recall, fmeasure, explain, evict, memory
3, 1.0, 1.838776110620771E-4, 3.6768761260433136E-4, 0, 104, 66
3, 1.0, 1.838776110620771E-4, 3.6768761260433136E-4, 0, 100, 79
3, 1.0, 1.838776110620771E-4, 3.6768761260433136E-4, 0, 94, 55
3, 1.0, 1.4710208884966165E-4, 2.941609060155905E-4, 0, 109, 68
3, 1.0, 1.838776110620771E-4, 3.6768761260433136E-4, 0, 104, 44
3, 1.0, 1.838776110620771E-4, 3.6768761260433136E-4, 0, 98, 57
3, 0, 0, 0, 0, 102, 69
2, 1.0, 7.355104442483083E-5, 1.470912701331176E-4, 0, 104, 46
3, 1.0, 7.355104442483083E-5, 1.470912701331176E-4, 0, 95, 59
3, 1.0, 3.677552221241541E-5, 7.354833964623248E-5, 0, 106, 72
3, 1.0, 3.677552221241541E-5, 7.354833964623248E-5, 0, 116, 48
3, 1.0, 7.355104442483083E-5, 1.470912701331176E-4, 0, 136, 60
7, 1.0, 1.1032656663724625E-4, 2.2062879205736347E-4, 0, 91, 73
2, 1.0, 7.355104442483083E-5, 1.470912701331176E-4, 0, 103, 50
2, 1.0, 3.677552221241541E-5, 7.354833964623248E-5, 0, 98, 62
3, 1.0, 3.677552221241541E-5, 7.354833964623248E-5, 0, 101, 75
3, 1.0, 3.677552221241541E-5, 7.354833964623248E-5, 0, 97, 52
3, 1.0, 1.4710208884966165E-4, 2.941609060155905E-4, 0, 107, 64
3, 1.0, 1.4710208884966165E-4, 2.941609060155905E-4, 0, 97, 77
3, 1.0, 1.4710208884966165E-4, 2.941609060155905E-4, 0, 105, 53
3, 1.0, 3.677552221241541E-5, 7.354833964623248E-5, 0, 0, 66
