sparql, precision, recall, fmeasure, explain, evict, memory
3, 1.0, 1.838776110620771E-4, 3.6768761260433136E-4, 0, 43, 59
4, 1.0, 1.4710208884966165E-4, 2.941609060155905E-4, 0, 50, 63
3, 1.0, 2.206531332744925E-4, 4.412089124200309E-4, 0, 44, 66
4, 1.0, 2.206531332744925E-4, 4.412089124200309E-4, 0, 47, 69
3, 1.0, 2.206531332744925E-4, 4.412089124200309E-4, 0, 44, 72
3, 1.0, 2.206531332744925E-4, 4.412089124200309E-4, 0, 44, 76
3, 1.0, 2.206531332744925E-4, 4.412089124200309E-4, 0, 44, 42
4, 1.0, 2.206531332744925E-4, 4.412089124200309E-4, 0, 44, 45
3, 1.0, 2.574286554869079E-4, 5.147248060590463E-4, 0, 43, 48
4, 1.0, 2.206531332744925E-4, 4.412089124200309E-4, 0, 42, 52
3, 1.0, 1.838776110620771E-4, 3.6768761260433136E-4, 0, 44, 54
3, 1.0, 1.838776110620771E-4, 3.6768761260433136E-4, 0, 45, 58
4, 1.0, 2.206531332744925E-4, 4.412089124200309E-4, 0, 43, 61
4, 1.0, 2.942041776993233E-4, 5.882352941176469E-4, 0, 43, 64
4, 1.0, 2.574286554869079E-4, 5.147248060590463E-4, 0, 44, 68
3, 1.0, 2.574286554869079E-4, 5.147248060590463E-4, 0, 45, 71
3, 1.0, 2.574286554869079E-4, 5.147248060590463E-4, 0, 44, 74
4, 1.0, 2.574286554869079E-4, 5.147248060590463E-4, 0, 97, 41
4, 1.0, 2.206531332744925E-4, 4.412089124200309E-4, 0, 44, 44
3, 1.0, 2.574286554869079E-4, 5.147248060590463E-4, 0, 45, 47
3, 1.0, 1.838776110620771E-4, 3.6768761260433136E-4, 0, 0, 50
